SN1: c:-0.07048747142890122 mwebv:0.03030455100765922 t0:58790.64835070917 x0:0.00038329264098275963 x1:-0.658169335026904 z:0.111197220311 
SN914: c:0.22303743786767427 mwebv:0.06238990520901251 t0:58868.76669667719 x0:0.00027827886401376556 x1:-0.6676106908312041 z:0.118258028384 
SN915: c:-0.03815524952066829 mwebv:0.010693684702024989 t0:58595.106120567376 x0:0.00030556840901860765 x1:0.6394698000578325 z:0.120197417858 
SN916: c:0.19563119265230222 mwebv:0.5093338999570033 t0:58749.48028370826 x0:0.0001527242061960883 x1:0.09252916173937198 z:0.137334249853 
SN917: c:0.01739122893233791 mwebv:0.016509649451006445 t0:58824.81779988652 x0:0.0002352569579901988 x1:0.6915115492688928 z:0.130907071997 
SN918: c:-0.12137008968333252 mwebv:0.27839018726323994 t0:58685.29510151058 x0:0.00023331555490694296 x1:0.9874718151831674 z:0.148644133208 
SN919: c:0.10020024471082056 mwebv:0.19367831754531037 t0:58871.779814289934 x0:0.00018374444032683848 x1:0.9376131279218956 z:0.132895928933 
SN920: c:0.14280189200760418 mwebv:0.3471084077332046 t0:58593.93724289954 x0:0.00036182549192408233 x1:-0.5829525212322437 z:0.110648723218 
SN921: c:-0.1030711907193993 mwebv:0.04868010668647409 t0:58634.08229543545 x0:0.00047176557540881805 x1:0.01874418813129175 z:0.0926476154494 
SN922: c:0.07061511417017119 mwebv:0.020440352512703725 t0:58751.49294408521 x0:0.0002574505811056318 x1:0.15857653497415392 z:0.117519060605 
SN923: c:-0.09350232222902077 mwebv:0.07329747307760995 t0:58592.21724219789 x0:0.0001641407145399151 x1:-0.04512800707217979 z:0.143095836012 
SN924: c:-0.03332499175596393 mwebv:0.11020382890189093 t0:58829.98604050604 x0:0.0004061543584610566 x1:-0.669218290111977 z:0.11545272526 
SN925: c:0.020781652018013297 mwebv:0.05204217871842194 t0:58911.00838161764 x0:0.00016899690691599598 x1:-0.8035579676186115 z:0.12321709788 
SN926: c:0.0385030642254538 mwebv:0.1121518580439012 t0:58613.38348243325 x0:0.00014799793685521827 x1:-0.7047717768282462 z:0.141243796671 
SN927: c:-0.03662770822131067 mwebv:0.12354371014626185 t0:58736.28690429287 x0:0.0007791248495569384 x1:-1.6856233334354287 z:0.0797028622921 
SN928: c:-0.03670766219838839 mwebv:2.5853596731158133 t0:58707.01079041699 x0:0.00031945601564935944 x1:-0.11924202219560343 z:0.118974626183 
SN929: c:0.009065977935857727 mwebv:0.021349213278489772 t0:58725.51402897239 x0:0.00028342551683539584 x1:-0.2455641819823864 z:0.109020947061 
SN930: c:-0.10963680098519912 mwebv:1.7803082944386102 t0:58604.99358005911 x0:0.0010280922407520407 x1:-0.2650232319230361 z:0.0681415442159 
SN931: c:0.040003014610054066 mwebv:2.294851974114588 t0:58867.62645867471 x0:0.0007155486254723597 x1:-0.7781261919527149 z:0.0816538943288 
SN932: c:-0.0017389130045337708 mwebv:0.026981746223299855 t0:58576.96811856368 x0:0.00021062362696477505 x1:-0.2892554349811669 z:0.117644913559 
SN933: c:-0.02242599207585272 mwebv:0.2607970780318835 t0:58910.75804046394 x0:0.0008674943641925075 x1:-0.16022605482337493 z:0.0548454765709 
SN934: c:0.0665701396905316 mwebv:0.09250513902302297 t0:58710.74553983941 x0:0.0004062997582489918 x1:0.5882346501506923 z:0.110160216681 
SN935: c:-0.11738340896916055 mwebv:0.054969299212003074 t0:58916.46031511126 x0:0.00021561513216839532 x1:-0.36884591098909913 z:0.118695339692 
SN936: c:-0.00794865687811619 mwebv:0.09695541587457673 t0:58664.02244437735 x0:0.00046897703997341085 x1:-0.6839553506927114 z:0.106176636535 
SN937: c:0.024795840756071996 mwebv:0.10096766025161728 t0:58822.355492467286 x0:0.00020102564630102045 x1:0.6249740598500924 z:0.137756245086 
SN938: c:0.047374526628137126 mwebv:0.08221068327025338 t0:58795.40318413013 x0:0.005498724816479227 x1:-1.842197896508969 z:0.0293978330813 
SN939: c:0.07654704111470911 mwebv:5.9041200319444105 t0:58612.51237545867 x0:0.0002793788754998264 x1:-0.34924193968771755 z:0.110127721007 
SN940: c:-0.07860303258191559 mwebv:0.04913577378554112 t0:58842.15105040485 x0:0.0003062070343925153 x1:-2.8805875736843594 z:0.0925638464137 
SN941: c:-0.06179406800838061 mwebv:0.0064108988613693196 t0:58689.00348871795 x0:0.0011506915697899857 x1:-0.29462228230659715 z:0.0609541397453 
SN942: c:0.09323473157828843 mwebv:0.018937878209869776 t0:58601.13119791621 x0:0.0004241910990595252 x1:-0.6637203768626914 z:0.0833729568557 
SN943: c:0.22009257946096517 mwebv:0.08042659452060362 t0:58884.74448467831 x0:0.0001762417522932724 x1:0.7582005832574206 z:0.14559751591 
SN944: c:0.0005888186467419843 mwebv:0.5148645898408392 t0:58625.53814519331 x0:0.0004241411322039519 x1:0.408303686364202 z:0.113483825058 
SN945: c:-0.06251189254445233 mwebv:0.017508000690437613 t0:58728.83275418753 x0:0.0005940052563357455 x1:0.23959222175343164 z:0.0766457274196 
SN946: c:-0.04694060897981034 mwebv:0.39970291856817525 t0:58845.80268780023 x0:0.0001239591987377624 x1:-0.3633394533905534 z:0.119626997841 
SN947: c:-0.08456287658353467 mwebv:0.033845852483653 t0:58588.84872495873 x0:0.00016576951548215923 x1:0.24581483616561695 z:0.138152621272 
SN948: c:-0.07657431255985925 mwebv:0.026069842011834432 t0:58741.87174288221 x0:0.0009970868859933656 x1:1.0893358570097824 z:0.0569713153941 
SN949: c:-0.05235274072183005 mwebv:0.014788616176710078 t0:58913.59304305392 x0:0.0002653081438283941 x1:0.45035677102512217 z:0.112596586022 
SN950: c:0.19091045486752867 mwebv:0.04160907809154841 t0:58814.25269499501 x0:0.0011272475027617526 x1:1.1278046458416329 z:0.0582286204813 
SN951: c:-0.05329529658855048 mwebv:0.2507426305440112 t0:58638.175756371944 x0:0.00017464061517978246 x1:-0.24909738331466524 z:0.148814247186 
SN952: c:-0.08616659364281176 mwebv:0.04907395666664167 t0:58632.45991247064 x0:0.00026825101684646715 x1:-0.3829001110676815 z:0.0981079898714 
SN953: c:0.14006930229705095 mwebv:1.037700295198542 t0:58698.26085582727 x0:0.0006224468859700802 x1:0.2554492315754642 z:0.101684770889 
SN954: c:0.15935352136344294 mwebv:0.036686790265764845 t0:58831.15426942817 x0:0.00019859161552375672 x1:-1.1366979911095414 z:0.125929144648 
SN955: c:0.08449802303764908 mwebv:0.06260613480494029 t0:58676.35306980183 x0:0.00027801652040750996 x1:-0.16376996265757437 z:0.124300730002 
SN956: c:-0.040891428939831886 mwebv:0.04958120525222937 t0:58618.47126839987 x0:0.00032925393659091143 x1:0.046972786929310395 z:0.110437015546 
SN957: c:-0.04478159388963743 mwebv:0.07936367272334074 t0:58919.92833818111 x0:0.0003318493921673384 x1:0.028783596815073142 z:0.12247054776 
SN958: c:0.011498886963962285 mwebv:0.20374098901457238 t0:58689.901184389666 x0:0.00041546346927805297 x1:0.33762277259497075 z:0.0929483985402 
SN959: c:-0.011645267707380391 mwebv:0.017755299993088496 t0:58822.2132420765 x0:0.00044253835560622776 x1:1.0311616981174714 z:0.0917383945654 
SN960: c:-0.017284399858510824 mwebv:0.02491562810974116 t0:58735.81623640304 x0:0.0006755551428868159 x1:0.13044272196539897 z:0.088512921401 
SN961: c:-0.07828064038603078 mwebv:0.05271628225556594 t0:58567.65325444556 x0:0.0006146793949019166 x1:1.2789560033490552 z:0.0706721296082 
SN962: c:0.009262619370013603 mwebv:0.06929694269259919 t0:58672.00080569479 x0:0.0002912525746521248 x1:1.213455474307091 z:0.112105916592 
SN963: c:-0.010396502612915803 mwebv:0.01039906804155764 t0:58723.850806637776 x0:0.0004233247354728558 x1:0.5040113555117616 z:0.106668894832 
SN964: c:-0.011810824374090423 mwebv:0.05786465634057697 t0:58621.76781045502 x0:0.0009445058875322699 x1:-0.08041500373345345 z:0.0894888937615 
SN965: c:0.06505959837841724 mwebv:0.1243645940773194 t0:58774.944761782695 x0:0.02790174844150239 x1:-1.352513125960622 z:0.012335348928 
SN966: c:-0.018627019855200544 mwebv:0.06107372267110381 t0:58608.76501700472 x0:0.0002437894143855169 x1:-0.08035859414562374 z:0.107871223546 
SN967: c:-0.0012495518809654271 mwebv:0.061866003810173674 t0:58651.3226767457 x0:0.00031348313407765965 x1:-0.5950117811515598 z:0.125182488363 
SN968: c:-0.09643077963976632 mwebv:0.028160207622142032 t0:58830.83330697264 x0:0.00017258605764672031 x1:-1.6413296919969782 z:0.143082959815 
SN969: c:-0.05229650736286828 mwebv:0.017214566556996217 t0:58747.13533954747 x0:0.00022450438833153267 x1:0.7695312938441417 z:0.141251176927 
SN970: c:0.24533705247811 mwebv:0.017258709198364905 t0:58814.14150692059 x0:0.0002717985286934011 x1:-0.741697424370749 z:0.109784007406 
SN971: c:-0.055951183553403894 mwebv:0.8578891831887725 t0:58765.99619367781 x0:0.0003450733071364133 x1:0.4758052452848194 z:0.110401710833 
SN972: c:0.05873169647660692 mwebv:0.4575107275315221 t0:58661.86304005159 x0:0.00028300797249164575 x1:0.7822110822686259 z:0.114976383006 
SN973: c:0.06827158569639735 mwebv:0.029309808816275117 t0:58572.36655766739 x0:0.0050249911153940514 x1:-0.17844292466866118 z:0.0286215256512 
SN974: c:0.014059431714134263 mwebv:0.15122918296201693 t0:58647.784478867514 x0:0.0005615611753220839 x1:0.1651534285164571 z:0.0832315044623 
SN975: c:-0.1109628198727255 mwebv:0.02644481245071718 t0:58776.038149858716 x0:0.0001854923324901001 x1:0.5408430673810916 z:0.139739038303 
SN976: c:-0.10149750526678947 mwebv:0.17905936934522432 t0:58750.07754773524 x0:0.0002768194049705046 x1:-1.1358579957012203 z:0.0899913054696 
SN977: c:0.06291350698255949 mwebv:0.016968378440316456 t0:58823.71526877869 x0:0.0006205394506475574 x1:-0.3502883806203636 z:0.0865733898913 
SN978: c:-0.011572801571655411 mwebv:0.4936211252153333 t0:58854.292944309076 x0:0.0007520935572018925 x1:-0.5682703058383849 z:0.074992644903 
SN979: c:0.12437193339862462 mwebv:0.09781328953311497 t0:58571.05429527097 x0:0.00030348518846215223 x1:-0.5643512076114225 z:0.108685296834 
SN980: c:0.057875203386525076 mwebv:0.11875779951853466 t0:58788.95498195808 x0:0.00018683496403799557 x1:-0.10704196930995113 z:0.127482681859 
SN981: c:-0.054942577233609846 mwebv:0.013027951848030406 t0:58565.213498997706 x0:0.0004204089295438094 x1:-0.36733090045086136 z:0.0976528000062 
SN982: c:-0.06426765229336429 mwebv:0.020484381893925416 t0:58703.56075340035 x0:0.0006547254544586023 x1:0.3441031439288347 z:0.0842147669233 
SN983: c:-0.028901610077616713 mwebv:0.03872763186479584 t0:58911.98288642342 x0:0.0004194256306637126 x1:-0.27103566672187274 z:0.104138448784 
SN984: c:-0.12018890873307919 mwebv:0.09594038958802771 t0:58754.776413836655 x0:0.00022855047922167571 x1:0.3571371658389677 z:0.147808232149 
SN985: c:-0.05182057000008422 mwebv:0.01955837044906303 t0:58795.64549470698 x0:0.00025319499843608987 x1:-0.5322850076087668 z:0.108641785776 
SN986: c:0.12941234957838876 mwebv:0.02304956149525926 t0:58806.69485315011 x0:0.0008030469647587208 x1:0.4970807038616485 z:0.0810650320147 
SN987: c:0.23270048892678652 mwebv:0.039123254641006924 t0:58656.35401525984 x0:0.00041124735736967194 x1:0.45411314214748444 z:0.0951559400366 
SN988: c:-0.011579427059224656 mwebv:1.0570427608034505 t0:58629.78187143931 x0:0.0004649418336474779 x1:0.23652755567030548 z:0.113697456658 
SN989: c:-0.059038082601399644 mwebv:0.035324517254486175 t0:58906.94129107581 x0:0.0003156316635479333 x1:-0.5521511791167777 z:0.116898815993 
SN990: c:-0.1176500559612963 mwebv:0.16550890012333375 t0:58761.15029624945 x0:0.00025709771663689525 x1:0.9718120473433998 z:0.146834703079 
SN991: c:0.027641788823410174 mwebv:0.0791332058705878 t0:58747.27557720801 x0:0.0002952731071956675 x1:-0.028455775957112017 z:0.112556189576 
SN992: c:-0.0878229515493194 mwebv:0.02793310170987926 t0:58831.90213546972 x0:0.00023358872337051755 x1:0.13550337500762044 z:0.146864342383 
SN993: c:0.1060637348112401 mwebv:0.7700957581524749 t0:58691.787632712854 x0:0.001469661326846577 x1:0.472892938511964 z:0.054813235573 
SN994: c:0.009559074718323401 mwebv:1.7790757646991242 t0:58575.566465337186 x0:0.00023567645951105487 x1:-0.01603131603435992 z:0.125808972236 
SN995: c:0.0792196989437759 mwebv:0.033691314067723716 t0:58838.5888498362 x0:0.00022556471524469811 x1:-1.4582141968844733 z:0.145361999823 
SN996: c:-0.08278605047107623 mwebv:0.11825961263015836 t0:58806.724492173234 x0:0.0003508324583410888 x1:-1.470027355040157 z:0.12399846559 
SN997: c:-0.051689915625641625 mwebv:0.014646949109736938 t0:58907.08603812708 x0:0.00025603069373652794 x1:1.022575422989691 z:0.135008423286 
SN998: c:-0.11302775635810747 mwebv:0.15049275911096505 t0:58917.21441110211 x0:0.000660787330436965 x1:0.4993645886900344 z:0.0844538598478 
SN999: c:0.05871384171217553 mwebv:0.024745421133752672 t0:58861.52337195668 x0:0.011548002951995786 x1:0.8350832528844299 z:0.0237353883795 
SN1000: c:0.00764294664009757 mwebv:0.026692882053004498 t0:58784.18595430576 x0:0.0004644910574295234 x1:0.3285162418210783 z:0.104350735946 
