SN1: c:0.0038398644787018717 mwebv:0.6368299677757563 t0:58678.49818488358 x0:0.0035094158989326823 x1:0.13050485160332306 z:0.03826458442501344 
SN952: c:-0.0020831468329518482 mwebv:0.13568559970743632 t0:58783.41534409252 x0:0.0007263205687940723 x1:0.770160341667572 z:0.07789712779513365 
SN953: c:-0.06613631439721555 mwebv:0.11727952473307414 t0:58897.47506324476 x0:0.00323635455111653 x1:0.8470939767698996 z:0.038668172773766815 
SN954: c:0.26322015835631635 mwebv:0.6399419294859563 t0:58684.28641837372 x0:0.0020859799533932623 x1:10.584637425794567 z:0.031110489327812022 
SN955: c:0.000534511799279511 mwebv:0.7593130176079341 t0:58809.60013272102 x0:0.0005928977799555752 x1:0.00958957721934693 z:0.1428648977791519 
SN956: c:-0.07608031508480464 mwebv:0.14301381442289282 t0:58910.09764745477 x0:0.002431313479937112 x1:-0.34238099989004606 z:0.039692681471367584 
SN957: c:-0.058934823060828395 mwebv:0.1105406080542329 t0:58907.18049940429 x0:0.00037971988352719166 x1:0.18280581918304972 z:0.12700829209754863 
SN958: c:-0.016906081221421853 mwebv:0.07952388617003053 t0:58922.15632386894 x0:0.00035774971690921486 x1:0.14638622945645002 z:0.13308140213385078 
SN959: c:-0.06122786550276624 mwebv:0.3232301881165566 t0:58877.809626616094 x0:0.0004939791789896889 x1:-0.10716072037493928 z:0.13020890323979664 
SN960: c:0.038035302707034535 mwebv:0.0333366719368022 t0:58763.316588199676 x0:0.00029038443000874544 x1:-0.37542038538248146 z:0.10117332482232629 
SN961: c:-0.023169513432753315 mwebv:0.06245849311928855 t0:58815.018551467016 x0:0.00023936772764149595 x1:-0.1865603963595074 z:0.1263683927002699 
SN962: c:-0.8506438534016616 mwebv:0.022563108697607484 t0:58809.605233540955 x0:0.0005220487845971841 x1:-0.39263807980084364 z:0.1400006525528567 
SN963: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN964: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN965: c:-0.05702130575624377 mwebv:0.035762320424592375 t0:58805.64315859454 x0:0.0001935638042051626 x1:0.10320387483467268 z:0.14609167718254437 
SN966: c:-0.010180289478478894 mwebv:0.00889676617048289 t0:58767.595332553195 x0:0.00018320141933808368 x1:0.2171584046448681 z:0.1471153996648487 
SN967: c:0.0001313477678767219 mwebv:0.08451260797142285 t0:58804.43650270476 x0:0.00034077529542850493 x1:0.35342636348971895 z:0.10130301860621631 
SN968: c:-0.1505028486270402 mwebv:0.01113111978613646 t0:58742.84847650238 x0:0.0004641485141470352 x1:0.7645545969222401 z:0.11333656879717824 
SN969: c:-0.03072030356533747 mwebv:0.02345264542684231 t0:58588.434412638024 x0:0.00033148235800641897 x1:0.13442990471558772 z:0.11345759044918571 
SN970: c:-0.024127983090892074 mwebv:0.30818799935690677 t0:58598.63445564972 x0:0.00033847146755716564 x1:0.06746416969049515 z:0.12847833625844385 
SN971: c:0.043859158083792135 mwebv:0.04273130641790544 t0:58616.02220065647 x0:0.0002656923178198772 x1:-0.24019358343320668 z:0.1479604524957406 
SN972: c:-0.049559826812882776 mwebv:0.12366311233594666 t0:58871.30470502087 x0:0.00037094385551866653 x1:0.4513616779817823 z:0.09190914239082056 
SN973: c:-0.4234743583194195 mwebv:0.041675056001632384 t0:58836.18612394602 x0:0.0007520902800450211 x1:-1.2319955376371992 z:0.14896659820680294 
SN974: c:0.09399944958260002 mwebv:0.019314722131965157 t0:58624.48796857776 x0:0.0008471657178895146 x1:0.9036792580725098 z:0.06848010489815926 
SN975: c:0.008344716438407436 mwebv:0.044051113830987025 t0:58613.20771054206 x0:0.00024052670597243272 x1:-0.052705042426990985 z:0.11277546395236097 
SN976: c:0.23915520113199928 mwebv:0.04252561219780273 t0:58783.76964521423 x0:0.003976021070152404 x1:0.9436066036574362 z:0.048274573151746394 
SN977: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN978: c:-0.017118590154183478 mwebv:0.08122395109970759 t0:58675.06552182815 x0:0.0002208930624851468 x1:0.011000679126199338 z:0.10302352897020375 
SN979: c:-0.06780984080255265 mwebv:0.039771340095297376 t0:58751.54176222303 x0:0.0009982552189697436 x1:0.3600477330302864 z:0.06882509557357812 
SN980: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN981: c:-0.05392119247656467 mwebv:0.0859609287420674 t0:58772.75833157024 x0:0.0009599553159809472 x1:-0.027484610767421515 z:0.06483218810871831 
SN982: c:-0.08541559710664921 mwebv:0.06436991589372557 t0:58671.059184415055 x0:0.0004346460939641509 x1:-0.4657908679294536 z:0.10241613585827973 
SN983: c:-0.6314641444935912 mwebv:0.028473324201461286 t0:58906.73053655151 x0:0.009386367004810551 x1:0.8663244052866059 z:0.03847584050474408 
SN984: c:-0.0012790338094264481 mwebv:0.0837838498421503 t0:58701.35981965113 x0:0.0004402710121110077 x1:0.4806450507670991 z:0.10022140456315369 
SN985: c:-0.027090461246213574 mwebv:0.05968177321913767 t0:58813.27925972297 x0:0.0006168771475763938 x1:0.6580289633675575 z:0.09056668649595559 
SN986: c:0.05271147922413713 mwebv:0.07859378606089454 t0:58579.083389295934 x0:0.0006685085390138373 x1:-0.7245348127683655 z:0.07427864697968392 
SN987: c:0.1718982773306702 mwebv:0.06238277936309216 t0:58599.4464466454 x0:0.00042882840064814457 x1:-0.8380861669489542 z:0.11386725174534457 
SN988: c:0.038729636753303154 mwebv:0.06151226355087997 t0:58858.08572700373 x0:0.0009152188909092452 x1:0.13564400723514186 z:0.07524310005105353 
SN989: c:-0.006140853362502608 mwebv:0.0374211617502323 t0:58696.85386048131 x0:0.00018460356836404185 x1:0.04843281651976446 z:0.1297540474209484 
SN990: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN991: c:0.018767149521098092 mwebv:0.32406348997483164 t0:58856.17358409681 x0:0.0003035706555173607 x1:-31.193085474065285 z:0.08994048356862933 
SN992: c:0.003359377017373302 mwebv:0.01284685285180384 t0:58928.750829182114 x0:0.00023321708019429015 x1:0.10601134862379931 z:0.10423162687090912 
SN993: c:-0.0479534649579527 mwebv:0.012491745614083071 t0:58577.42525813605 x0:0.000277382781145557 x1:0.21589523517769585 z:0.11099206417328703 
SN994: c:0.04882692204166729 mwebv:0.1643046037249427 t0:58746.125108017215 x0:0.001941256235664352 x1:-0.5972606769628144 z:0.04308165218736062 
SN995: c:-0.009333331255455634 mwebv:0.1375349285614717 t0:58757.35546170545 x0:0.00016583194354535734 x1:0.009848643624902807 z:0.14775910607610176 
SN996: c:0.005486582738972037 mwebv:0.018286817651866884 t0:58713.14063675005 x0:0.0002826162630753296 x1:-0.0827056204698702 z:0.11117797358718479 
SN997: c:-0.01635195480892021 mwebv:0.15276017629023725 t0:58610.58865807717 x0:0.00014723360061592652 x1:-0.06432794016696641 z:0.13349042529625235 
SN998: c:-0.10454581673614259 mwebv:0.06667927820462197 t0:58790.563864635005 x0:0.00040731331815011646 x1:0.4488746933061615 z:0.1132322160866151 
SN999: c:-0.06851482265671685 mwebv:0.026168227795178318 t0:58759.39976416061 x0:0.0006529482843445354 x1:-0.3420643738889695 z:0.08357254016461418 
SN1000: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
